budget,original_title,release_date,revenue,runtime,vote_average,actor1,actor2,actor3,director,genre,profit
7000000,End of Watch,2012-09-20,48126384,109.0,7.2,Jake Gyllenhaal,Michael Peña,Natalie Martinez,David Ayer,Crime,41.0
15000000,The Skulls,2000-03-31,35007180,106.0,5.8,Joshua Jackson,Paul Walker,Hill Harper,Rob Cohen,Crime,20.0
15000000,The Theory of Everything,2014-11-26,123726688,123.0,7.8,Eddie Redmayne,Felicity Jones,Charlie Cox,James Marsh,Drama,109.0
0,Malibu's Most Wanted,2003-04-10,0,86.0,4.7,Jamie Kennedy,Taye Diggs,Anthony Anderson,John Whitesell,Crime,0.0
15000000,Where the Heart Is,2000-04-27,33771174,120.0,6.9,Natalie Portman,Ashley Judd,Stockard Channing,Matt Williams,Drama,19.0
15000000,Lawrence of Arabia,1962-12-10,69995385,216.0,7.8,Peter O'Toole,Alec Guinness,Anthony Quinn,David Lean,War,55.0
15000000,Halloween II,2009-08-28,39421467,105.0,5.1,Scout Taylor-Compton,Sheri Moon Zombie,Tyler Mane,Rob Zombie,Horror,24.0
15000000,Wild,2014-12-05,52501541,115.0,7.0,Reese Witherspoon,Laura Dern,Thomas Sadoski,Jean-Marc Vallée,Drama,38.0
15000000,The Last House on the Left,2009-03-13,32721635,110.0,6.2,Garret Dillahunt,Michael Bowen,Joshua Cox,Dennis Iliadis,Crime,18.0
15000000,The Wedding Date,2005-02-04,47175038,88.0,6.2,Debra Messing,Dermot Mulroney,Amy Adams,Clare Kilner,Romance,32.0
13000000,Halloween: Resurrection,2002-07-01,37664855,94.0,4.5,Jamie Lee Curtis,Brad Loree,Busta Rhymes,Rick Rosenthal,Thriller,25.0
16000000,The Princess Bride,1987-09-18,30857814,98.0,7.6,Cary Elwes,Robin Wright,Mandy Patinkin,Rob Reiner,Fantasy,15.0
15000000,The Great Debaters,2007-12-27,30226144,126.0,6.9,Denzel Washington,Nate Parker,Forest Whitaker,Denzel Washington,Drama,15.0
15000000,Drive,2011-08-06,78054825,100.0,7.4,Ryan Gosling,Carey Mulligan,Bryan Cranston,Nicolas Winding Refn,Crime,63.0
15000000,Confessions of a Teenage Drama Queen,2004-02-17,29331068,89.0,5.1,Lindsay Lohan,Adam Garcia,Glenne Headly,Sara Sugarman,Comedy,14.0
15000000,The Object of My Affection,1998-04-17,46905889,111.0,5.6,Jennifer Aniston,Paul Rudd,Hayden Panettiere,Nicholas Hytner,Comedy,32.0
15000000,28 Weeks Later,2007-04-26,64238440,100.0,6.5,Imogen Poots,Robert Carlyle,Rose Byrne,Juan Carlos Fresnadillo,Science Fiction,49.0
15000000,When the Game Stands Tall,2014-08-22,30127963,115.0,6.3,Jim Caviezel,Michael Chiklis,Laura Dern,Thomas Carter,Drama,15.0
14000000,Because of Winn-Dixie,2005-02-18,32645546,106.0,6.1,Jeff Daniels,AnnaSophia Robb,Cicely Tyson,Wayne Wang,Drama,19.0
20000000,Love & Basketball,2000-04-21,27728118,124.0,7.4,"Chris Warren, Jr.",Kyla Pratt,Sanaa Lathan,Gina Prince-Bythewood,Drama,8.0
0,Grosse Pointe Blank,1997-04-11,28084357,107.0,6.9,John Cusack,Minnie Driver,Dan Aykroyd,George Armitage,Comedy,28.0
15000000,All About Steve,2009-09-04,40105542,99.0,4.7,Sandra Bullock,Thomas Haden Church,Bradley Cooper,Phil Traill,Comedy,25.0
0,Book of Shadows: Blair Witch 2,2000-10-27,0,90.0,4.3,Kim Director,Jeffrey Donovan,Erica Leerhsen,Joe Berlinger,Thriller,0.0
15000000,The Craft,1996-05-03,24769466,101.0,6.3,Robin Tunney,Fairuza Balk,Neve Campbell,Andrew Fleming,Thriller,10.0
15000000,Match Point,2005-10-26,85306374,124.0,7.3,Jonathan Rhys Meyers,Scarlett Johansson,Emily Mortimer,Woody Allen,Thriller,70.0
0,Ramona and Beezus,2010-07-23,0,103.0,6.1,Joey King,Selena Gomez,John Corbett,Elizabeth Allen Rosenbaum,Comedy,0.0
11500000,The Remains of the Day,1993-11-05,23237911,134.0,7.5,Anthony Hopkins,Emma Thompson,James Fox,James Ivory,Romance,12.0
15000000,Boogie Nights,1997-09-11,43101594,155.0,7.5,Mark Wahlberg,Burt Reynolds,John C. Reilly,Paul Thomas Anderson,Drama,28.0
0,Nowhere to Run,1993-01-15,0,94.0,5.5,Jean-Claude Van Damme,Rosanna Arquette,Kieran Culkin,Robert Harmon,Adventure,0.0
15000000,Flicka,2006-10-20,21000000,95.0,6.1,Tim McGraw,Maria Bello,Armie Hammer,Michael Mayer,Drama,6.0
15000000,The Hills Have Eyes II,2007-03-22,0,89.0,5.2,Michael Bailey Smith,Archie Kao,Jay Acovone,Martin Weisz,Horror,-15.0
14000000,Urban Legends: Final Cut,2000-09-19,38574362,97.0,4.4,Jennifer Morrison,Matthew Davis,Loretta Devine,John Ottman,Horror,25.0
0,Tuck Everlasting,2002-10-11,0,90.0,6.4,Alexis Bledel,William Hurt,Sissy Spacek,Jay Russell,Fantasy,0.0
20000000,The Marine,2006-10-13,22165608,92.0,5.0,John Cena,Kelly Carlson,Robert Patrick,John Bonito,Thriller,2.0
15000000,Keanu,2016-04-21,20566327,94.0,6.0,Jordan Peele,Keegan-Michael Key,Tiffany Haddish,Peter Atencio,Action,6.0
15000000,Country Strong,2010-12-22,20529194,117.0,5.9,Gwyneth Paltrow,Garrett Hedlund,Tim McGraw,Shana Feste,Drama,6.0
15000000,Disturbing Behavior,1998-07-24,17507368,84.0,5.5,James Marsden,Katie Holmes,Nick Stahl,David Nutter,Mystery,3.0
15000000,The Place Beyond the Pines,2013-03-20,35485608,140.0,6.8,Ryan Gosling,Bradley Cooper,Eva Mendes,Derek Cianfrance,Crime,20.0
15000000,The November Man,2014-08-27,32556119,108.0,6.0,Pierce Brosnan,Luke Bracey,Olga Kurylenko,Roger Donaldson,Action,18.0
15000000,Eye of the Beholder,1999-09-04,0,109.0,5.3,Ewan McGregor,Ashley Judd,Patrick Bergin,Stephan Elliott,Drama,-15.0
15000000,The Hurt Locker,2008-10-10,42000000,131.0,7.2,Jeremy Renner,Anthony Mackie,Brian Geraghty,Kathryn Bigelow,War,27.0
15000000,Firestarter,1984-05-11,17080167,114.0,5.9,David Keith,Drew Barrymore,Freddie Jones,Mark L. Lester,Drama,2.0
15000000,Killing Them Softly,2012-09-20,37930465,97.0,5.8,Brad Pitt,Scoot McNairy,Ben Mendelsohn,Andrew Dominik,Crime,23.0
15000000,A Most Wanted Man,2014-07-25,31554855,121.0,6.5,Philip Seymour Hoffman,Rachel McAdams,Robin Wright,Anton Corbijn,Thriller,17.0
0,Freddy Got Fingered,2001-04-18,0,87.0,4.6,Tom Green,Rip Torn,Marisa Coughlan,Tom Green,Comedy,0.0
0,VeggieTales: The Pirates Who Don't Do Anything,2008-01-11,0,85.0,5.9,Phil Vischer,Mike Nawrocki,Cam Clarke,Mike Nawrocki,Family,0.0
15000000,U2 3D,2007-05-19,22730842,85.0,6.7,,Bono,The Edge,Mark Pellington,Music,8.0
25000000,Highlander: Endgame,2000-09-01,15843608,87.0,4.4,Christopher Lambert,Bruce Payne,Adrian Paul,Douglas Aarniokoski,Science Fiction,-9.0
0,Idlewild,2006-08-25,0,121.0,5.1,André Benjamin,,Paula Patton,Bryan Barber,Drama,0.0
15000000,One Day,2011-03-02,59389433,107.0,7.0,Anne Hathaway,Jim Sturgess,Patricia Clarkson,Lone Scherfig,Drama,44.0
15000000,Whip It,2009-09-13,16633035,111.0,6.7,Ellen Page,Alia Shawkat,Kristen Wiig,Drew Barrymore,Drama,2.0
15000000,Knockaround Guys,2001-09-07,12000000,92.0,5.9,Barry Pepper,Andy Davoli,Seth Green,Brian Koppelman,Crime,-3.0
0,Confidence,2003-04-25,0,97.0,6.4,Edward Burns,Rachel Weisz,Morris Chestnut,James Foley,Action,0.0
0,The Muse,1999-08-27,0,97.0,5.3,Albert Brooks,Sharon Stone,Andie MacDowell,Albert Brooks,Fantasy,0.0
20000000,De-Lovely,2004-07-02,0,125.0,6.3,Kevin Kline,Ashley Judd,Jonathan Pryce,Irwin Winkler,Music,-20.0
15000000,New York Stories,1989-03-10,0,124.0,6.2,Woody Allen,Marvin Chatinover,Mae Questel,Francis Ford Coppola,Romance,-15.0
0,Barney's Great Adventure,1998-01-01,0,76.0,2.9,,,,Steve Gomer,Family,0.0
15000000,The Man with the Iron Fists,2012-11-02,15608545,96.0,5.2,Russell Crowe,Lucy Liu,Jamie Chung,RZA,Action,1.0
15000000,Home Fries,1998-11-25,10443316,93.0,4.8,Drew Barrymore,Catherine O'Hara,Luke Wilson,Dean Parisot,Drama,-5.0
0,Here On Earth,2000-03-23,0,96.0,5.4,Leelee Sobieski,Chris Klein,Josh Hartnett,Mark Piznarski,Romance,0.0
15000000,Brazil,1985-02-20,0,132.0,7.5,Jonathan Pryce,Robert De Niro,Katherine Helmond,Terry Gilliam,Science Fiction,-15.0
15000000,Raise Your Voice,2004-08-10,14867514,103.0,6.0,Hilary Duff,Oliver James,David Keith,Sean McNamara,Drama,-0.0
15000000,The Big Lebowski,1998-03-06,46189568,117.0,7.8,Jeff Bridges,John Goodman,Julianne Moore,Joel Coen,Comedy,31.0
15000000,Black Snake Moan,2006-12-08,10903846,116.0,6.6,Samuel L. Jackson,Christina Ricci,Justin Timberlake,Craig Brewer,Drama,-4.0
15000000,Dark Blue,2002-12-14,9237470,118.0,6.5,Kurt Russell,Scott Speedman,Michael Michele,Ron Shelton,Crime,-6.0
16000000,A Mighty Heart,2007-01-01,18928871,100.0,6.7,Angelina Jolie,Dan Futterman,Irrfan Khan,Michael Winterbottom,Drama,3.0
15000000,Whatever It Takes,2000-03-31,9902115,94.0,5.0,Jodi Lyn O'Keefe,Shane West,Marla Sokoloff,David Raynr,Drama,-5.0
20000000,Boat Trip,2002-10-01,8586376,94.0,4.7,Cuba Gooding Jr.,Horatio Sanz,Roselyn Sánchez,Mort Nathan,Comedy,-11.0
0,The Importance of Being Earnest,2002-05-17,0,97.0,6.7,Rupert Everett,Colin Firth,Reese Witherspoon,Oliver Parker,Comedy,0.0
0,The Love Letter,1998-02-01,0,98.0,4.7,Campbell Scott,Jennifer Jason Leigh,David Dukes,Dan Curtis,Romance,0.0
0,Hoot,2006-05-05,0,91.0,5.5,Luke Wilson,Logan Lerman,Brie Larson,Wil Shriner,Drama,0.0
15000000,In Bruges,2008-02-08,34533783,107.0,7.4,Colin Farrell,Brendan Gleeson,Ralph Fiennes,Martin McDonagh,Crime,20.0
15,Peeples,2013-05-09,0,95.0,5.6,Craig Robinson,Kerry Washington,David Alan Grier,Tina Gordon Chism,Comedy,-0.0
15000000,The Rocker,2008-08-20,8762890,102.0,5.6,Rainn Wilson,Josh Gad,Christina Applegate,Peter Cattaneo,Comedy,-6.0
15000000,Post Grad,2009-08-21,6405245,89.0,5.0,Alexis Bledel,Zach Gilford,Rodrigo Santoro,Vicky Jenson,Comedy,-9.0
15000000,Promised Land,2012-09-23,8138788,106.0,6.0,Matt Damon,John Krasinski,Frances McDormand,Gus Van Sant,Drama,-7.0
15000000,Whatever Works,2009-06-19,35097815,92.0,6.8,Larry David,Evan Rachel Wood,Adam Brooks,Woody Allen,Comedy,20.0
15000000,The In Crowd,2000-07-19,5217498,105.0,4.7,Susan Ward,Lori Heuring,Matthew Settle,Mary Lambert,Thriller,-10.0
15000000,The Three Burials of Melquiades Estrada,2005-11-17,12036149,121.0,7.0,Tommy Lee Jones,Barry Pepper,Dwight Yoakam,Tommy Lee Jones,Adventure,-3.0
0,Jakob the Liar,1999-09-16,0,120.0,6.0,Robin Williams,Armin Mueller-Stahl,Hannah Taylor-Gordon,Peter Kassovitz,Drama,0.0
15000000,Kiss Kiss Bang Bang,2005-09-05,15785148,103.0,7.2,Robert Downey Jr.,Val Kilmer,Michelle Monaghan,Shane Black,Mystery,1.0
25000000,Idle Hands,1999-04-30,4152230,92.0,6.1,Devon Sawa,Seth Green,,Rodman Flender,Comedy,-21.0
15000000,Mulholland Drive,2001-05-16,20117339,147.0,7.6,Naomi Watts,Laura Harring,Ann Miller,David Lynch,Thriller,5.0
0,Blood and Chocolate,2007-01-26,0,98.0,5.4,Agnes Bruckner,Hugh Dancy,Katja Riemann,Katja von Garnier,Drama,0.0
22000000,You Will Meet a Tall Dark Stranger,2010-05-23,0,98.0,5.8,Gemma Jones,Anthony Hopkins,Naomi Watts,Woody Allen,Comedy,-22.0
15000000,Never Let Me Go,2010-09-15,9455232,104.0,6.8,Carey Mulligan,Andrew Garfield,Keira Knightley,Mark Romanek,Science Fiction,-6.0
0,The Company,2007-08-05,0,276.0,7.0,Chris O'Donnell,Alfred Molina,Michael Keaton,Mikael Salomon,Drama,0.0
15000000,Transsiberian,2008-01-18,5926410,111.0,6.5,Woody Harrelson,Emily Mortimer,Kate Mara,Brad Anderson,Crime,-9.0
15000000,The Clan of the Cave Bear,1986-01-17,0,98.0,4.8,Daryl Hannah,Pamela Reed,James Remar,Michael Chapman,Adventure,-15.0
0,Crazy in Alabama,1999-10-22,0,111.0,6.5,Melanie Griffith,David Morse,Lucas Black,Antonio Banderas,Drama,0.0
15000000,Funny Games,2007-10-20,7938872,112.0,6.3,Naomi Watts,Tim Roth,Michael Pitt,Michael Haneke,Crime,-7.0
0,Listening,2015-09-11,0,100.0,5.5,,Thomas Stroppel,Artie Ahr,Khalil Sullins,Thriller,0.0
0,Felicia's Journey,1999-11-24,0,116.0,6.6,Bob Hoskins,Elaine Cassidy,Arsinée Khanjian,Atom Egoyan,Drama,0.0
92620000,Metropolis,1927-01-10,650422,153.0,8.0,Brigitte Helm,Alfred Abel,Gustav Fröhlich,Fritz Lang,Science Fiction,-92.0
12000000,Banlieue 13,2004-11-09,9584131,84.0,6.5,David Belle,Cyril Raffaelli,Tony D'Amario,Pierre Morel,Action,-2.0
8000000,Things to Do in Denver When You're Dead,1995-12-01,529766,116.0,6.7,Andy García,Christopher Lloyd,William Forsythe,Gary Fleder,Drama,-7.0
15000000,刺客聶隱娘,2015-08-27,632542,105.0,6.6,Shu Qi,Chang Chen,Nikki Hsieh,Hou Hsiao-hsien,Action,-14.0
15000000,Buffalo Soldiers,2001-09-08,0,98.0,6.5,Joaquin Phoenix,Ed Harris,Scott Glenn,Gregor Jordan,Comedy,-15.0
0,Возвращение,2003-06-25,0,105.0,7.4,Vladimir Garin,Konstantin Lavronenko,Nataliya Vdovina,Andrey Zvyagintsev,Thriller,0.0
8500000,Ong Bak 2,2008-12-04,8936663,98.0,6.0,Tony Jaa,Sarunyu Wongkrachang,Sorapong Chatree,Tony Jaa,Action,0.0
12000000,Centurion,2010-02-15,6814789,97.0,5.9,Michael Fassbender,Olga Kurylenko,David Morrissey,Neil Marshall,Adventure,-5.0
15000000,Silent Trigger,1996-06-26,76382,93.0,5.0,Dolph Lundgren,Gina Bellman,Conrad Dunn,Russell Mulcahy,Action,-15.0
15000000,The Midnight Meat Train,2008-08-07,3533227,98.0,6.0,Bradley Cooper,Vinnie Jones,Brooke Shields,Ryûhei Kitamura,Thriller,-11.0
15000000,Winnie Mandela,2011-09-16,0,107.0,5.2,Elias Koteas,Terrence Howard,Jennifer Hudson,Darrell James Roodt,Drama,-15.0
15000000,The Son of No One,2011-11-04,0,90.0,4.8,Channing Tatum,Al Pacino,Juliette Binoche,Dito Montiel,Thriller,-15.0
15000000,All The Queen's Men,2001-10-14,23000,99.0,6.1,Matt LeBlanc,Eddie Izzard,James Cosmo,Stefan Ruzowitzky,History,-15.0
15000000,The Good Night,2007-01-25,20380,93.0,5.7,Penélope Cruz,Martin Freeman,Gwyneth Paltrow,Jake Paltrow,Music,-15.0
0,Bathory,2008-07-04,0,141.0,5.6,Anna Friel,Karel Roden,Hans Matheson,Juraj Jakubisko,Drama,0.0
20000000,Khumba,2013-07-18,27187375,85.0,5.8,Jake T. Austin,Liam Neeson,Steve Buscemi,Anthony Silverston,Family,7.0
7000000,Autómata,2014-10-09,0,110.0,5.6,Antonio Banderas,Birgitte Hjort Sørensen,Dylan McDermott,Gabe Ibáñez,Science Fiction,-7.0
0,Dungeons & Dragons: Wrath of the Dragon God,2005-01-01,0,105.0,4.8,Bruce Payne,Mark Dymond,Clemency Burton-Hill,Gerry Lively,Fantasy,0.0
15000000,新宿事件,2009-03-22,0,119.0,6.7,Jackie Chan,Naoto Takenaka,Daniel Wu,Derek Yee Tung-Sing,Thriller,-15.0
0,Pandaemonium,2001-06-29,0,124.0,4.5,Linus Roache,John Hannah,Samantha Morton,Julien Temple,Drama,0.0
14600000,Groundhog Day,1993-02-11,70906973,101.0,7.4,Bill Murray,Andie MacDowell,Chris Elliott,Harold Ramis,Drama,56.0
14800000,Magic Mike XXL,2015-07-01,122513057,115.0,6.3,Channing Tatum,Matt Bomer,Joe Manganiello,Gregory Jacobs,Music,108.0
14500000,Romeo + Juliet,1996-10-31,147298761,120.0,6.7,Leonardo DiCaprio,Claire Danes,John Leguizamo,Baz Luhrmann,Drama,133.0
10000000,Elle s'appelait Sarah,2010-09-16,17511906,111.0,7.2,Kristin Scott Thomas,Niels Arestrup,Frédéric Pierrot,Gilles Paquet-Brenner,War,8.0
14500000,Freedom,2014-08-21,0,98.0,5.8,,Cuba Gooding Jr.,William Sadler,Peter Cousens,Drama,-14.0
14000000,Unforgiven,1992-08-07,159157447,131.0,7.7,Clint Eastwood,Gene Hackman,Morgan Freeman,Clint Eastwood,Western,145.0
14200000,Manderlay,2005-05-16,674918,139.0,6.9,Bryce Dallas Howard,Isaach De Bankolé,Danny Glover,Lars von Trier,Drama,-14.0
15000000,Slumdog Millionaire,2008-05-12,377910544,120.0,7.6,Dev Patel,Freida Pinto,Anil Kapoor,Danny Boyle,Romance,363.0
14000000,Fatal Attraction,1987-09-11,320145693,119.0,6.6,Michael Douglas,Glenn Close,Anne Archer,Adrian Lyne,Romance,306.0
14000000,Pretty Woman,1990-03-23,463000000,119.0,7.0,Julia Roberts,Richard Gere,Ralph Bellamy,Garry Marshall,Romance,449.0
0,Crocodile Dundee II,1988-05-19,239606210,110.0,5.5,Paul Hogan,Linda Kozlowski,John Meillon,John Cornell,Comedy,240.0
0,Broken Horses,2015-03-15,0,101.0,5.0,,María Valverde,Vincent D'Onofrio,Vidhu Vinod Chopra,Crime,0.0
14000000,Born on the Fourth of July,1989-12-20,161001698,145.0,6.7,Tom Cruise,Raymond J. Barry,Caroline Kava,Oliver Stone,War,147.0
14000000,Cool Runnings,1993-09-30,154864401,98.0,6.8,Leon Robinson,Doug E. Doug,Rawle D. Lewis,Jon Turteltaub,Comedy,141.0
15000000,My Bloody Valentine,2009-01-16,100734718,101.0,5.3,Jensen Ackles,Jaime King,Kerr Smith,Patrick Lussier,Horror,86.0
13000000,Stomp the Yard,2007-05-16,75511123,114.0,6.1,Columbus Short,Meagan Good,Ne-Yo,Sylvain White,Music,63.0
14000000,The Spy Who Loved Me,1977-07-07,185438673,125.0,6.6,Roger Moore,Barbara Bach,Curd Jürgens,Lewis Gilbert,Thriller,171.0
14000000,Urban Legend,1998-09-25,72527595,99.0,5.6,Alicia Witt,Jared Leto,Rebecca Gayheart,Jamie Blanks,Thriller,59.0
0,Good Deeds,2012-02-23,0,111.0,6.2,Tyler Perry,Phylicia Rashād,Thandie Newton,Tyler Perry,Comedy,0.0
14000000,White Fang,1991-01-18,34793160,107.0,6.5,Klaus Maria Brandauer,Ethan Hawke,Seymour Cassel,Randal Kleiser,Adventure,21.0
0,Superstar,1999-10-08,0,81.0,5.1,Molly Shannon,Will Ferrell,Elaine Hendrix,Bruce McCulloch,Family,0.0
13000000,The Iron Lady,2011-12-30,114956699,105.0,6.2,Meryl Streep,Anthony Stewart Head,Harry Lloyd,Phyllida Lloyd,Drama,102.0
0,Jonah: A VeggieTales Movie,2002-10-04,0,82.0,6.4,Phil Vischer,Mike Nawrocki,Tim Hodge,Phil Vischer,Family,0.0
14000000,Poetic Justice,1993-07-23,27515786,109.0,6.9,Janet Jackson,Tupac Amaru Shakur,Regina King,John Singleton,Drama,14.0
14000000,All About the Benjamins,2002-03-08,25482931,95.0,5.8,Ice Cube,Mike Epps,Tommy Flanagan,Kevin Bray,Adventure,11.0
14000000,Vampire in Brooklyn,1995-10-27,19800000,100.0,4.5,Eddie Murphy,Angela Bassett,Allen Payne,Wes Craven,Horror,6.0
14000000,Exorcist II: The Heretic,1977-06-17,30749142,118.0,4.5,Linda Blair,Richard Burton,Louise Fletcher,John Boorman,Horror,17.0
0,An American Haunting,2005-05-05,0,83.0,5.3,Donald Sutherland,Sissy Spacek,James D'Arcy,Courtney Solomon,Horror,0.0
14000000,My Boss's Daughter,2003-08-21,0,83.0,4.4,Ashton Kutcher,Tara Reid,Andy Richter,David Zucker,Comedy,-14.0
14000000,A Perfect Getaway,2009-06-08,22852638,98.0,6.2,Milla Jovovich,Timothy Olyphant,Steve Zahn,David Twohy,Adventure,9.0
14000000,Our Family Wedding,2010-03-12,21409028,103.0,5.7,Forest Whitaker,America Ferrera,Carlos Mencia,Rick Famuyiwa,Comedy,7.0
0,Dead Man on Campus,1998-08-21,0,96.0,5.6,Tom Everett Scott,Mark-Paul Gosselaar,Poppy Montgomery,Alan Cohn,Comedy,0.0
12000000,Tea with Mussolini,1999-03-25,21001563,117.0,5.8,Cher,Judi Dench,Joan Plowright,Franco Zeffirelli,War,9.0
0,Thinner,1996-10-25,0,92.0,5.5,Robert John Burke,Joe Mantegna,Lucinda Jenney,Tom Holland,Thriller,0.0
0,"New York, New York",1977-06-21,0,155.0,6.1,Liza Minnelli,Robert De Niro,Lionel Stander,Martin Scorsese,Music,0.0
0,Crooklyn,1994-05-13,0,115.0,6.7,Alfre Woodard,Delroy Lindo,David Patrick Kelly,Spike Lee,Drama,0.0
11000000,I Think I Love My Wife,2007-03-16,13196245,90.0,5.0,Chris Rock,Kerry Washington,Gina Torres,Chris Rock,Romance,2.0
11000000,Jason X,2001-07-24,16951798,91.0,4.5,Kane Hodder,Lexa Doig,Chuck Campbell,James Isaac,Horror,6.0
0,Bobby,2006-09-05,0,120.0,6.4,Anthony Hopkins,Heather Graham,Ashton Kutcher,Emilio Estevez,Drama,0.0
14000000,Head Over Heels,2001-02-02,10424470,86.0,5.3,Monica Potter,Freddie Prinze Jr.,Shalom Harlow,Mark Waters,Romance,-4.0
14000000,Fun Size,2012-10-25,11417362,87.0,5.5,Victoria Justice,Jackson Nicoll,Chelsea Handler,Josh Schwartz,Comedy,-3.0
14000000,Le scaphandre et le papillon,2007-05-22,19777647,112.0,7.4,Mathieu Amalric,Emmanuelle Seigner,Marie-Josée Croze,Julian Schnabel,Drama,6.0
26000000,Little Children,2006-10-06,14821658,136.0,6.9,Kate Winslet,Patrick Wilson,Jennifer Connelly,Todd Field,Drama,-11.0
14000000,Gossip,2000-04-21,5108820,90.0,5.5,Joshua Jackson,James Marsden,Kate Hudson,Davis Guggenheim,Mystery,-9.0
14000000,A Walk on the Moon,1999-01-29,0,107.0,6.2,Diane Lane,Viggo Mortensen,Liev Schreiber,Tony Goldwyn,Drama,-14.0
0,Catch a Fire,2006-10-27,4291965,101.0,6.4,Tim Robbins,Derek Luke,Bonnie Henna,Phillip Noyce,Drama,4.0
0,Soul Survivors,2001-09-06,0,84.0,4.4,Eliza Dushku,Melissa Sagemiller,Wes Bentley,Stephen Carpenter,Horror,0.0
14000000,Jefferson in Paris,1995-03-31,2474000,139.0,5.2,Nick Nolte,Greta Scacchi,Thandie Newton,James Ivory,Drama,-12.0
0,Easy Virtue,2008-01-01,0,93.0,6.3,Jessica Biel,Ben Barnes,Kristin Scott Thomas,Stephan Elliott,Romance,0.0
0,Caravans,1978-11-02,0,127.0,5.8,Anthony Quinn,Jennifer O'Neill,Michael Sarrazin,James Fargo,Drama,0.0
0,Mr. Turner,2014-10-31,5405500,150.0,6.3,Timothy Spall,Dorothy Atkinson,Marion Bailey,Mike Leigh,History,5.0
0,Les herbes folles,2009-05-20,0,104.0,5.8,André Dussollier,Sabine Azéma,Emmanuelle Devos,Alain Resnais,Drama,0.0
0,Amen.,2002-02-13,0,132.0,7.1,Ulrich Tukur,Mathieu Kassovitz,Ulrich Mühe,Costa-Gavras,Drama,0.0
12000000,剑雨,2010-09-01,0,117.0,6.7,Michelle Yeoh,Jung Woo-sung,Wang Xue-qi,John Woo,Action,-12.0
0,The Lucky Ones,2008-09-26,0,113.0,6.3,Tim Robbins,Rachel McAdams,Michael Peña,Neil Burger,History,0.0
14000000,Margaret,2011-09-30,46495,149.0,6.1,Anna Paquin,Matt Damon,Mark Ruffalo,Kenneth Lonergan,Drama,-14.0
108,Stan Helsing,2009-10-27,0,90.0,4.0,Diora Baird,Leslie Nielsen,Steve Howey,Bo Zenga,Horror,-0.0
14000000,Flipped,2010-08-06,1755212,89.0,7.4,Madeline Carroll,Callan McAuliffe,Rebecca De Mornay,Rob Reiner,Romance,-12.0
14000000,Brokeback Mountain,2005-09-02,178043761,134.0,7.5,Heath Ledger,Jake Gyllenhaal,Randy Quaid,Ang Lee,Romance,164.0
12000000,Clueless,1995-07-19,0,97.0,6.9,Alicia Silverstone,Stacey Dash,Brittany Murphy,Amy Heckerling,Comedy,-12.0
13500000,Far from Heaven,2002-09-01,29027914,107.0,6.9,Julianne Moore,Dennis Quaid,Dennis Haysbert,Todd Haynes,Drama,16.0
14000000,Hot Tub Time Machine 2,2015-02-20,12314651,93.0,5.0,Rob Corddry,Craig Robinson,Clark Duke,Steve Pink,Comedy,-2.0
13500000,Quills,2000-11-22,7060876,124.0,6.8,Geoffrey Rush,Kate Winslet,Joaquin Phoenix,Philip Kaufman,Drama,-6.0
15000000,Seven Psychopaths,2012-09-07,19422261,110.0,6.7,Colin Farrell,Sam Rockwell,Woody Harrelson,Martin McDonagh,Comedy,4.0
0,The Caveman's Valentine,2001-01-19,0,105.0,6.0,Samuel L. Jackson,Colm Feore,Ann Magnuson,Kasi Lemmons,Drama,0.0
18339750,Der Untergang,2004-09-08,92180910,156.0,7.7,Bruno Ganz,Alexandra Maria Lara,Corinna Harfouch,Oliver Hirschbiegel,Drama,74.0
12806000,Mar adentro,2004-09-03,38535221,125.0,7.2,Javier Bardem,Belén Rueda,Lola Dueñas,Alejandro Amenábar,Drama,26.0
13300000,Under the Skin,2014-03-14,5380251,108.0,6.0,Scarlett Johansson,Kryštof Hádek,Paul Brannigan,Jonathan Glazer,Science Fiction,-8.0
13000000,"Good Morning, Vietnam",1987-12-23,123922370,121.0,7.1,Robin Williams,Forest Whitaker,Tung Thanh Tran,Barry Levinson,Comedy,111.0
13400000,The Last Godfather,2010-12-29,16700000,100.0,4.7,Harvey Keitel,Jason Mewes,Blake Clark,Shim Hyung-Rae,Thriller,3.0
13000000,Justin Bieber: Never Say Never,2011-02-11,98441954,105.0,4.8,Justin Bieber,Miley Cyrus,Usher Raymond,Jon M. Chu,Music,85.0
13000000,Black Swan,2010-12-02,327803731,108.0,7.3,Natalie Portman,Mila Kunis,Vincent Cassel,Darren Aronofsky,Thriller,315.0
13000000,The Godfather: Part II,1974-12-20,47542841,200.0,8.3,Al Pacino,Robert Duvall,Diane Keaton,Francis Ford Coppola,Drama,35.0
13000000,Save the Last Dance,2001-01-12,91038276,112.0,6.3,Julia Stiles,Sean Patrick Thomas,Kerry Washington,Thomas Carter,Music,78.0
7000000,A Nightmare on Elm Street 4: The Dream Master,1988-08-19,72500000,99.0,5.8,Robert Englund,Tuesday Knight,Ken Sagoes,Renny Harlin,Horror,66.0
16000000,Miracles from Heaven,2016-03-17,77000000,117.0,6.7,Jennifer Garner,Kylie Rogers,Martin Henderson,Patricia Riggen,Drama,61.0
13000000,"Dude, Where’s My Car?",2000-12-15,73180723,83.0,5.2,Ashton Kutcher,Seann William Scott,Kristy Swanson,Danny Leiner,Comedy,60.0
